"promptID","premise","splits"
"46175","Anyway, what would be the point?","train"
"131094","How else could I perform the valuable service of being everyone's only GOP pal?","dev"
"54913","The breakup of the U.S.S.R. shattered the army into 15 pieces, as Russia lost nukes, ships, bases, and many of its best officers to newly independent republics.","train"
"105882","To hold costs down, the $24 billion program doesn't cover kids who are currently insured.","train"
"72794","They think it's unlikely the United States can capture him, and even if we do, it's not clear that he can be prosecuted.","train"
"91851","The most ordinary features are, aesthetically, the most extraordinary.","train"
"67232","While most people want to believe that God created us one way or another, few can swallow the literal creationist reading of the Bible, which holds that the earth is less than 10,000 years old.","train"
"11444","Our failure to embrace a lackluster technical fix from Al Gore and his Web cronies.","train"
"118505","Wolf did call after this item was posted, but our conversation was off-the-record.","train"
"25171","A remake of the 1957 made-for-TV musical wins praise for its African-American lead and multiracial cast, which includes Jason Alexander, Whitney Houston, and Whoopi Goldberg.","train"
"78812","But if his campaign really prospers and he has to explain what he believes, he'll have a hard time holding that coalition together.","train"
"58319","I fear that a certain software billionaire may be a nut job.","train"
"40518","Issue 3, the viability of the long-suffering tobacco bill, confounds everyone.","train"
"74466","While the home still evinces mutterings of Xanadu from the envious, it is actually smaller than Aaron Spelling's 50,000-square-foot mansion in Beverly Hills, and no one in California thinks it unseemly that the genius who brought us Charlie's Angels shouldn't reap the fruits of his labor.","train"
"90839","Numbers began wafting about on the  I'd say at least five","dev"
"34034","My favorite detail is the TV commercial where they pour out of the giant Bible.","train"
"33827","And Rupert Murdoch ( of Fox TV ) recently bid an estimated $350 million for the Los Angeles Dodgers and their stadium.","train"
"125600","2) This particular instance of it stinks.","dev"
"21595","Spark was in her prime when she wrote Memento Mori . As she draws closer to mortality (may it be many novels away!)","train"
"15265","But as I handled it, used it, and carefully examined how it worked, it started to look better and better.","dev"
"85333","The populist, by contrast, panders to his audience, figuring out what it likes and then delivering it in heaps.","train"
"116435","Nemesis Hunt refutes the slack-jawed Novak, with the computation that 5 + 4 = 9 and therefore half of Starr's deputies are not current DOJ employees.","train"
"85110","What's different about the late 1990s' version?","train"
"91337","The elder Korbels came from a small town near the Czech/German border where Jews were almost entirely assimilated into secular life, hardly practicing, and lacking any communal institutions, including a synagogue.","train"
"141759","It's a full-time job just controlling the young hotheads on some NBA squads.","train"
"3397","The Reagan defense budgets helped, as did an aggressive marketing plan abroad and, most importantly, the merger with Martin Marietta and the acquisition of General Dynamics' F-16 fighter division.","train"
"574","Between 1989 and 1993, 48,000 students received Pell Grant overpayments; 35,000 received Pell Grants from two separate schools simultaneously; and 101,000 students, ineligible for Pell Grants because they had defaulted on federally guaranteed loans, received them anyway.","train"
"27317","Candidates must submit a set of fingerprints for review by the FBI.","dev"
"88376","Bending over backward to show how sensitive they can be, they forget that violence--even if it's just emotional violence--belongs in ordinary dramas, too.","train"
"143714","The rules we've always had is that politics stop at the shore, one senior White House official said, speaking on the condition of anonymity.","train"
"31131","After all, if an American publication like Slate finds itself subject to Britain's Official Secrets Act, this turns the Internet's promise of freedom on its head.","train"
"5471","Long ignored by snake experts, the skeleton shares many physical characteristics with that of snakes, including its 140 vertebrae and its extraordinarily flexible jaws.","train"
"58936","Anything to keep from turning into one of those people.","train"
"55462","(Could there be any other real answer?)","train"
"106852","With negotiations at a stalemate and summer vacations removing the motivation for an immediate solution, both sides appear to be settling in.","train"
"24105","It's a ballot box, he says.","train"
"24209","Weird  Ted receives The New Yorker , New York Review of Books , and Los Angeles Times in prison and spends his rare recreation time with fellow bombers Timothy McVeigh and Ramzi Yousef.","train"
"144089","lowest-ranked playoff team in their division ever to accomplish this feat.","train"
"97698","The Unjust  Clinton's moral theory, point by point, as expressed in his testimony.","train"
"12378","At the conference, they defended their activities against numerous  Solidarity leaders denied they made too many compromises; priests denied they had been co-opted by the party; and Communists denied they had committed treason.","train"
"65748","In this climate popular hostility was trained against powerful private interests and gave new life to anti-Masonry as a political movement.","train"
"79555","I usually agree with your advice 100 percent, but there were two cases where I'd have suggested something different.","dev"
"61253","My wish is to make this marriage work because I love my wife, but I am feeling like second fiddle to a gang of girls.","train"
"24133","There's nothing in Pecker that isn't done more brilliantly--and more subversively--every week on Mike Judge's inspired cartoon series King of the Hill .","train"
"125294","In 1984 Charles Murray wrote, in Losing Ground , that government programs sap the initiative of the black population, creating feelings of dependency and entitlement.","train"
"100012","Yet the Frenchman's travels might not have been possible if many stage-coach companies had not been subsidized--through Congress--so that mail could be carried, and representatives travel home, to remote districts.","train"
"66524","The cover story attributes teen-agers' mercurial behavior to underdeveloped brains.","train"
"67174","Several pro-life Dems are mounting serious campaigns at the state level, often against pro-choice Republicans.","dev"
"61811","But the real hope for ending the AIDS epidemic is not expensive drug therapies.","train"
"130382","Slate 's take on the culture of impotence.)","train"
"18363","If he had lied under oath about parking illegally I wouldn't be so disgusted.","train"
"99544","(The Yankees have a 12-year, $486-million cable deal.)","train"
"101846","As long as Assad lives, he can manage these troubles and keep an agreement with Israel.","dev"
"11046","I think your first instinct, that children should address adults in the manner in which the adults ask to be addressed, is absolutely dead on.","train"
"113045","Upon returning to Apple, he began criticizing almost immediately the company's 1995 decision to finally allow a limited number of companies to manufacture Mac clones, calling these firms leeches.","train"
"120082","The sportswriters were tapping on their laptops.","train"
"16876","But even these relatively honest conservatives have let all the fat fish wriggle off the hook.","train"
"116367","Reporters aren't interested in the clash of ideas.","train"
"50853","He is either masochistically neurotic or is figuring out how to extricate himself.","train"
"90431","I waiteduntil I heard the outside door clank shutbefore I followed.","train"
"124213","Clinton has faced an escalating series of serious accusations--serious in the sense that they were all plausible and some were true.","train"
"106431","Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.","dev"
"24703","The administration's spin is that demands and conditions are the opposite of negotiation.","train"
"29673","Critics have demanded that UFC install ropes instead.","train"
"12432","They spoke of our guys and those guys.","train"
"98563","Bush was asked no questions about education and only one about welfare.","train"
"98051","Or maybe only 30 are true, in which case three should be confirmed overwhelmingly.","train"
"29216","The decline in the won, by making imports more expensive and exports more competitive, would help bring about the decline in the current-account deficit, or the generation of a surplus.","train"
"58771","2) The government cleaned up the unions . As late as 1986, the Justice Department found that the Mafia controlled the International Longshoremen's Association, the Hotel and Restaurant Employees union, the Teamsters union, and the Laborers' International Union.","train"
"9556","Instead they're busy scrounging for funds to spread good care more widely.","train"
"13753","Nor does Soccer Guy seem like an appellation that's likely to go down in the annals of crime alongside Sammy the Bull--or even Paulie Walnuts, that hit man on the Sopranos.","dev"
"45443","This confluence of a bad tax, a $1 billion reserve, a botched opposition campaign, and voters willing to call a bluff resulted in the I-695 victory.","dev"
"14600","It was force backing up diplomacy, insists a fuming Buchanan.","train"
"110794","Burn  How I Survived the Gold Rush Years on the Internet ,by Michael Wolff (Simon &amp; Schuster).","train"
"22138","But I'm single, [so] I'm allowed to do that, I guess.","train"
"19526","That is labor's real job, the very core purpose of a union.","train"
"505","As a result, sentences are short and clear, often brilliantly compressed.","train"
"40819","But one forgives such flaws because of the way Hare draws his audience into the play's issues.","train"
"126738","According to Newsweek , Clinton attorney David Kendall is gathering dirt about Lewinsky's mendacity and presidential obsession.","train"
"11609","Critics revel in his caustic humor and vengeful gossip about new-media moguls (he describes one AOL exec as a fat man, an ugly man, sweating like crazy).","train"
"40085","After the review was published, Science received a flood of angry telephone calls and letters, according to the editor in question, Katherine Livingston.","train"
"37185","In the extremely difficult situations being considered, there is no mutual trust or confidence to destroy.","train"
"83055","His technique is too methodical and slow, she said.","train"
"51836","Women are so large a part of the labor force that it is hard to believe that this could be true of the total if it were not also true of women.","train"
"119781","However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.","dev"
"130450","Not only did it promote freedom more than any statesman or soldier did by creating CNN, faxes, and e-mail, but furthermore, Einstein's theory of relativity paved the way for a new relativism in morality, arts and politics, influencing James Joyce, Pablo Picasso, Igor Stravinsky, and others.","train"
"38867","Your theory may be theoretically valid, but there's no evidence of it in the real world.","dev"
"55665","The bald, pointy-eared vampire in Nosferatu is barely ambulatory, in fact.","train"
"92437","The answer to the question How does the device work?","train"
"12322","It's not that hard to imagine a similar message being sent home by someone investigating what happened to Tsingtao.","train"
"83610","It invests heavily in research and development.","train"
"87818","Of course, said Bork, who appears as a regular cast member in those situation comedies that pass as talk shows every night, vigorously extolling the virtues and honesty of Judge Starr.","train"
"5913","Life, unlike Reich's book, is not a series of morality fables.","dev"
"6069","Conservatives, after all, have spent the last year crediting Clinton's polls to  He has lucked into the best economy in history.","train"
"113323","He's a freakish Peter Pan--the juvenile delinquent who wouldn't grow up.","train"
"38413","There will be enough for everybody!","train"
"64217","The relaxation of prohibitionist laws has brought them within easy reach of most of the American public, and the public has voted for them with its feet.","train"
"2698","If abortion is not wrong--irrespective of the circumstances--then the issue becomes a tradeoff among unpleasant alternatives.","train"
"94100","Such expressions might subtly shift market psychology and begin the gradual deflation.","train"
"22202","This is the administration's favorite description.","train"
"25787","The original statistical work in The Bell Curve consists of regression analyses on a database called the National Longitudinal Study of Youth.","train"
"99956","A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).","dev"
"134325","The art historian Linda Nochlin has traced what she calls Degas' perfectly ordinary anti-Semitism to status anxiety.","train"
"69805","In this light the meaning of his call to maintain the multicivilizational character of global politics seems  separate but equal.","train"
"70323","As for me, I wrote my book about Reagan because I'd like to see him get at least some of the recognition he deserves during his lifetime.","train"
"110901","The Shopping Avenger will revisit the U-Haul issue each month until satisfactory explanations are provided.","dev"
"7164","Coke refuses to concede, directing inordinate attention to even tiny neighborhoods.","train"
"64712","Trent Lott recently called the agency intrusive, abusive, and out of control.","train"
"63891","Wilson provides superb overviews of Western intellectual history and of the current state of understanding in many academic disciplines.","train"
"52023","But editorialists said Nicholson had made the investigators' job comically easy (he even climbed into a car with diplomatic plates registered to the Russian Embassy) and, even so, hadn't been caught and busted soon enough.","train"
"104096","Inflation is at a 23-year low of 7 percent.","train"
"119518","Officials at the Justice Department and FISA Court deny that the latter is a rubber stamp, attributing Justice's winning percentage to rigorous internal review that weeds out bad applications before they're filed.","train"
"67606","Therefore, we proudly announce that the entire population of the United States--267,090,705 wonderful Americans as of Thursday evening, according to the Census Bureau's population clock--is on the first annual list of Slate's Most Influential Americans With the Hottest Bods and Biggest CEO Salaries Not to Mention Intriguing Personalities and Best Restaurants Under $25 for the Next Century.","dev"
"129003","Either way, sellers would find their inflated profits eroded.","train"
"112994","Springer's excuses are halfhearted (not to mention contradictory--it's not consistent to say that television doesn't create values, then lecture your audience about values).","train"
"33227","' All of President Clinton's untruths, all of his lying under oath, if you will, about an extramarital relationship does not subvert the Constitution (Schumer).","train"
"81860","After I finished this worthy and dull book, a distressing thought came to  Its banality might be the fault neither of the judge nor of the legal profession.","train"
"97011","Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.","dev"
"50230","who turns out to have had sex with a dog, like maybe a golden retriever (unless things turn around and I get to do it at Fox in which case the dog will be a chimp, but that makes sense dramatically) who can't keep a secret (see, it's a talking dog), but it takes this big check from some tabloid where they JUST MAKE THINGS UP(!)","train"
"27170","A 1990 study found that 28 percent of children diagnosed with the disorder didn't actually meet the definition.","train"
"119926","You say that it's not important who asked the question.","train"
"39291","Presidents derived their license to serve as leader-preacher from Theodore Roosevelt's remark that the presidency was a bully pulpit, a remark that did not appear in his Inaugural Address.","train"
"110769","It's possible that Besieged is meant to be vaguely  The African is seduced by the crumbling decadence of Europe while the European falls for the childlike simplicity of Africa.","train"
"71354","In this group, it's common for moms to march into school at the beginning of the year and obtain several months' worth of assignments in advance so their children can get a head start.","train"
"126128","Second, that the rankings suffer from a serious conceptual flaw.","train"
"286","At the end of the show is a cluster of popular sportswear with Tommy Hilfiger, Donna Karan, Nautica, the Gap, and such names applied to it.","dev"
"133266","His writing is full of sentences that begin something like, As John Cage once asked me ...","train"
"111123","(Never mind the strictest reading, which supposes that creation took a week.)","dev"
"29851","This undermines explanations that assume ironclad effects of hormones.","train"
"102777","Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school.","dev"
"38475","In 1984, Clinton picked up rock groupie Connie Hamzy when she was sunbathing in a bikini by a hotel pool.","dev"
"28498","far off, unseen, but audible,repeats its syncopated intervals,a song that's not a cry","train"
"18088","Also, there is no Fifth Amendment right against incriminating others.","train"
"48989","Which somehow doesn't seem to be the best way to prepare for the next decade.","train"
"79948","No wonder so many find this market-tested spiritualism so cool.","train"
"107304","Pollard handed over information about how the United States tracked Soviet subs.","train"
"38039","The unusual picks include Robert Smithson and Donald Judd.","train"
"22447","Is this simply the nature of status--the rich will always find a way to distinguish themselves from the poor?","train"
"142264","The Nation 's Katha Pollitt takes Putnam's very example, the shift from league bowling to ad hoc bowling, and suggests that [that] story could be told as one of happy progress from a drink-sodden night of spouse-avoidance with the same old faces from work to temperate and spontaneous fun with one's intimate friends and family.","train"
"92440","Blum masterfully explains why the effects of hormones are more complicated than pop science would have us think.","train"
"39556","The Supreme Court has never ruled on FISA, and it did not overturn a McCarthy-era statute which, like the removal court, was used to deport noncriminal aliens based on their political affiliations.","train"
"92059","Carlyle was inspired, if that's the word, by the writings of Thomas Malthus, who predicted that population growth would always outpace economic growth, keeping most people in perpetual poverty.","train"
"91061","But none of these revelations improves the case that Hollywood Communism was a significant threat to democracy.","train"
"14329","Becoming highly leveraged has forced managers to think seriously about costs, trim overhead, and improve productivity.","dev"
"51148","A poll of Hong Kong residents finds them sanguine about the city's future.","dev"
"90948","You can be sure of only two  Each party is arguing exactly the opposite of what it argued the last time a Republican president led the nation into war, and exactly the opposite of what it will argue next time.","train"
"82935","They end up on the cover of Vanity Fair and Wired . They foreshadow the world in which we're all either symbolic analysts or hamburger flippers.","train"
"86296","You'd have to invoke your own gods for the requisite charm.","train"
"55303","I suppose you could argue that a best-dressed list encourages women to dress more beautifully or that a list of the greatest works of journalism of the 20 th century will motivate those who didn't make it to try a bit harder during the next 100 years.","train"
"243","He is a tedious corporate drone, as innocuous as the lackluster buildings erected by Donald Trump.","train"
"134706","The sacred is not mysterious to her.","dev"
"73530","So why persist in newspaper reading?","train"
"50483","But they conclude that all the choices available to Witztum and Rips created wiggle room, thus permitting the authors' biases to corrupt the results.","train"
"136059","The message confused some of Red Eye's subscribers, and Red Herring rapidly began a damage control campaign.","train"
"11745","The use of mind-altering drugs has probably increased as Huxley foresaw, although probably not to the extent that he foresaw.","train"
"71952","The recent clamor in the press and among some politicians to allow patients to sue insurers for medical malpractice makes it sound as if we are going in the wrong direction here, too.","train"
"8734","American Justin Leonard's 45-foot birdie putt on the 17 th hole set off a celebration on the course before his European opponent finished playing.","train"
"21352","Given this prospect, the country should save heavily to make provision for the future--and lacking the kind of pay-as-you-go Social Security system that allows Americans to ignore such realities, it does.","train"
"140593","Sure, the FDA's efforts are done in the name of kids.","train"
"68581","The cover story journeys to HMO hell.","train"
"67207"," Two more weeks with my cute TV satellite dish have increased my appreciation of it.","dev"
"38817","And the name of that guy?","train"
"17720","Norquist has been spreading the word that Rupert Murdoch, the Standard 's owner, must stop funding the magazine.","train"
"136556","If Clinton were going to apologize, Lewinsky's new image would be safe.","train"
"22831","The fully cynical  The joke is on us, because the building faithfully reflects Reagan's continuation of big government, despite his rhetoric.","train"
"70652","But his heart is clearly with the ancient Chinese philosopher Lao-tzu, who  Without law or compulsion, men would dwell in harmony.","train"
"136916","Could it be that the claims of Christ make him uncomfortable?","train"
"80665","[I]n You're the Top Porter does not capitalize on the text's potential for realism.","dev"
"67355","But because the Net gets clogged and packets are waylaid, the sound quality is low and interruptions are common.","train"
"64668","She claims the Air Force treated her unfairly and that her commanding officers gave her no guidance.","train"
"126430","But given the global supply glut--the U.S. government seized about a ton of heroin in 1995, compared with worldwide heroin production of 400 tons--many experts question whether interdiction has any effect on street prices.","train"
"124839","(A bigger contribution may or may not mean, I really, really support Candidate X.) Freedom of association is an even bigger stretch--one that Justice Thomas would laugh out of court if some liberal proposed it.","dev"
"64209","But for the past month, and especially last week, there has been a kinder, gentler Monica, an innocent trapped in a scandal not of her own making.","train"
"72412","We don't know, for example, if Earthlike planets are common.","train"
"135670","And I understood that it was partly because of Alfred Kazin that New York seemed a place of the imagination, a place where life opened up.","train"
"143782","In a 1962 retreat for university students in Krakow, the future pope, espousing what sounds like the Gospel According to Carol Gilligan, told female participants that women are more feeling and intuitive people and become involved in things in a more sensitive and complete manner.","train"
"102030","A better explanation is that males' reproductive fate depends more strongly than females' on competing when they are young.","train"
"72149","Shortages and slipping wages sparked street protests this winter that forced the ruling socialists to hand power over to a caretaker government.","train"
"143194","Now along comes PK to blame men.","train"
"94752","And when it comes from the white right, it's narcissism in the service of hypocrisy.","train"
"82363","The New Yorker puzzles over Stern's  His program is pure id--vile, cruel, crude--yet he remains a faithful husband and devoted father.","train"
"115222","The pessimistic  This robs the WNBA of suspense and makes it boring, which a fledgling league can ill afford.","train"
"72656","Scientists have learned how bacteria can build up in gaps in the gum, cause infection, weaken the jawbone, and eventually murder teeth.","train"
"121940","Michael Kinsley helps you translate the favored by politicians unwilling to take a stand on the Kosovo bombings.","dev"
"146174","Entering Final Four weekend, I rank no higher than 12,277 th place in any of them.","train"
"86623","You think black studies has achieved middlebrow status.","train"
"69381","And anyway Gore, if and when he becomes president, is no more likely to give his personal gurus any real influence than Bill Clinton would have been to place important policy decisions in the hands of, say, Ira Magaziner.","dev"
"44045","That leaves Case 1. But if you believe that your neighbor has no right to live well at the expense of your fabulously wealthy grandchildren, you must also believe that your neighbor has no right to live well at the expense of Bill Gates.","train"
"100090","In a statement, Sawyer said she played no role in this decision.","train"
"30175","Across the board, in fact, investors are willing to overlook short-term losses due to strikes if they feel that a company's hard line will pay off in lower costs down the road.","train"
"19639","Although I'm certain it amused Scott Shuger (an amusing guy, to judge by the terrific Today's Papers) to join the ranks of those who have publicly disparaged Linda Tripp, the fact remains that nothing in his piece, , reflects at all on Tripp herself.","dev"
"69496","Why are you coming at me with that pillow?","train"
"88061","Leonardo's obsession with swirling water--which found scientific expression in the Codex","train"
"67977","My high-speed modem is mine, so your intellectual property must be mine too.","train"
"42986","Kanter's price for 100 note-sized sheets and envelopes on Crane's paper is $166 ($1.","train"
"102307","It is also a comfort if the message comes from a total stranger, as long as the message is for you specifically and personally and not for a name on a mailing list.","train"
"6744","Who in the hell cares whether anyone thinks someone else will go to heaven?","train"
"99296","Given his track record as the District's mayor, you might want to sell your stock in that company.","train"
