"promptID","premise","splits"
"14029","We will be back on the authorizing bills, we will be back on the appropriations bills when the fiscal 1998 and 1999 funds come up, and again we are going to continue this 1997 effort as well.","train"
"115939","Actually, more than a year ago (June 18, 1996) the Wall Street Journal 's Michael Frisby wrote a long story on Peter Knight that disclosed Knight's connection to Molten, Molten's donations to the Democrats, and the company's success in obtaining contracts from the Clinton administration.","train"
"124051","Twenty-five years ago, Pennsylvania pinball machines displayed this  for entertainment purposes only.","train"
"72568","As black as it is, Heathers has the same theme as the Ringwald/Cusack movies.","dev"
"130334","The Army discharged a 20-year decorated veteran one week before he would have been eligible for retirement benefits, because investigators discovered evidence of his homosexuality after an arsonist torched his home.","train"
"88829","You can fault Clinton's piety and recklessness from a realistic standpoint.","train"
"92422","In the ancestral environment a man would be likely to have more offspring if he got his pick of the most fertile-seeming women.","dev"
"3571","He was a very spiritual man, seeor . Some of the birds, however, would just fly straight up and dive down into the ground, embedding their beaks like the Daffy Duck of the gringo cartoon features.","train"
"81078","Two tons of metal are not enough to defend your children, however.","train"
"5754","The Washington Post predicts that the arrest will remind other suspected war criminals not to travel abroad .","train"
"32998","If you want to look like a propaganda organ of Microsoft, about the best thing you could do would be to publish an article about a very hotly contested industry issue, take Microsoft's side, and support your point with misinformation and untruths.","train"
"104209","At 60 cents, it's a bargain!","dev"
"114458","Mortifyingly enough, it is all  the difficulty, the laziness, the pathetic formlessness in youth, the round peg in the square hole, the whatever do you want?","dev"
"12558","The computer is currently composing a new Mahler  I'm so tired of the 10 symphonies, Cope said.","train"
"133553","Maybe lime green was a big mistake, but it's his mistake to live with.","train"
"127735","How come you give George a pass?","train"
"23410","In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.","dev"
"92314","Instead, it's the company that owns the name that dictates the terms.","train"
"113327","There's something unbearably sad about a 60-year-old man who still takes drugs.","train"
"39220","As a result, they avoid the concussive head wounds that kill boxers--and the long-term neurological damage that cripples them.","train"
"99965","Among the single digits, no number is less evocative than six.","train"
"33812","An article hypes the Hale-Bopp comet, which will be visible for the next month, as the best celestial show in decades.","train"
"77718","COKIE [ Nice try, slick ] : Handguns.","train"
"108231","The Washington Post called him everyone's favorite Arab moderate.","train"
"38976","I'm about as big a media hound as anyone, McCain told one newspaper, but I've turned down at least 500--maybe 600 or 700--requests to go on talk shows on this issue.","train"
"111426","The more she's covered, the less people care about her, and the more reporters hyperbolize.","train"
"135813","I've always liked John La Care, Le Carrier, or however you pronounce his name.","train"
"31544","As a society we may have to face facts.","train"
"11403","Do you have a human resources department?","train"
"2084","An article celebrates the return to favor of jazz pianist Keith Jarrett, whose sharp tongue is nearly as famous as his music (he disses Wynton Marsalis as a talented high-school trumpet player).","train"
"55706","Now, to commemorate our first anniversary, in an act of incredible corporate generosity that is every bit as good as providing health insurance (I'm sure that Mr. Gates will make this sort of thing more available should Microsoft prove profitable), Slate","train"
"16685","News remains wary, doubting the chances for a continuing, multidecade boom.","train"
"53298","The computer, now much faster and smarter, may triumph, but humans shouldn't fret.","train"
"74480","There are indeed invocations of the Holocaust to which I'd apply this description.","train"
"11254","Still, commercial calculation isn't sufficient to explain his stand.","dev"
"115834","Sawyer's assistant then called New York's Administration for Children's Services to report the situation.","train"
"48303","One is  The old neighborhoods are breaking up, and it's the old neighborhoods that produced the mob farm teams.","train"
"31710","By time-shifting this feel-good scene forward, Man on the Moon relieves the true story of Kaufman's depressing decline.","train"
"117105","The WSJ has these Monica  1) Vernon Jordan isn't part of the joint defense agreement entered into by many other grand-jury witnesses with White House ties.","train"
"135625","With the glorious exception of the St. Crispin's Day speech from Henry V , there is nothing more demoralizing than an inspirational address.","train"
"79556","I wonder if we actually disagree, or if my solutions just didn't occur to you.","train"
"118194","The year is 1964 and all seems well, notwithstanding the recent Great Famine, perhaps the most severe in human history and almost entirely Mao's fault.","train"
"82364","Rolling Stone 's cover story traces Stern's history from mediocre rock DJ to king of shock jocks.","train"
"107693","It means that they gather and interpret their material fairly and argue about its interpretations rationally.","dev"
"87243","Non-discount long-distance rates rose even faster.","train"
"19556","But it remains exceedingly hard to watch, not so much because of the repulsiveness of De Niro's Jake La Motta as because of its overall sense of aesthetic claustrophobia.","train"
"20264","Then Bauer hit Bush for not adhering to conservative values, being clandestinely pro-abortion, and assorted other sins.","train"
"110454","Hillary's rage that night was surely one of the most authentic sights ever shown on television, prompting the thought that, unlike the absurd Linda Tripp, both Clintons really are us, in our various phases--and incidentally that Hillary may be the only first lady in my lifetime (which goes back a bit) that one can even imagine being friends with.","train"
"80847","(For example, he guaranteed Bosnian Croats, who are wildly nationalistic, 12 seats in the parliament--even though they don't live in Croatia.)","train"
"38937","In recent months, Chinese corporations have taken stakes in Hong Kong Telecom, Dragon Air, and China Light &amp; Power.","train"
"75405","Is Clinton saying he didn't commit perjury because of the peculiar definition of sex in the Paula Jones suit, or is he saying he actually didn't have sex?","train"
"12692","In the name of Yugoslav unity, Tito suppressed most assertions of ethnic identity.","train"
"108305","Recently, three economists named Harold Cole, George Mailath, and Andrew Postlewaite (for whom I will use the collective abbreviation CMP) have proposed a compromise between the two  On the one hand, people do not care directly about their relative positions in the wealth distribution.","train"
"117673","Others continue to dismiss his work as sappy and say he can't paint very well (Mark Stevens, New York ). Time 's Robert Hughes says Burne-Jones has become popular because confrontational Modernism is losing its mandate in our fin de siacle . (Click here for Christopher Benfey's review of the show in Slate .)","train"
"138288","Ironically, there's a certain Blame America First quality to their argument.","train"
"140675","The political future of East Asia depends in large part on their success in rediscovering those ancient bonds between them.","train"
"8179","They called it the suicide package.","train"
"9154","Dexfenfluramine (tradenamed Redux), a cousin of fenfluramine, was just released.","train"
"73609","The media's class bias protected Clinton from women like Jones and Gennifer Flowers--surely he couldn't be attracted to a woman who wasn't a Yale Law School graduate!","train"
"11439","I blame the ambiguous use of ellipses.","train"
"20782","The Episcopalians are all going to hell.","train"
"139511","Paying homage to the great war photographer's courage and talent, he nonetheless notes the conflicting stories of the photo's origins, Capa's own silence about the image in his writings, and other writers' questions.","train"
"25720","They were denied my entree into the world of conservative journalism.","train"
"140591","The Internet e-rate subsidies, as they're known, were authorized under the 1996 Telecommunications Act and are funded with new taxes on long-distance telephone companies, the size of each company's contribution depending on its market share.","train"
"43289","Furthermore she wrote, scathingly, about class, and Americans have never liked to hear about class.","train"
"69806","But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us.","dev"
"109926","The Nazi flag of the opening scene has become a Tibetan one, which they place on the summit.","train"
"6505","The worst one was, I don't think you really want a divorce, or you would have gotten one by now.","train"
"121906","If the job were held by someone other than Tripp, would it pay any less or involve any more work?","train"
"93263","Didion, in other words, has written a fast-paced story, not just her usual series of fractured stories.","train"
"43168","Something may be better than nothing . If trials compared low-cost therapy to the complete AZT regimen it's likely that the new regimens will prove less effective.","dev"
"39945","But calculated honestly, the penalty is a lot smaller than people claim.","train"
"45373","Would the story have broken if not for the Web?","train"
"140690","Were it not for LaGuardia's grand vision of public hospitals, colleges, parks, public transportation, and affordable housing, New York City might have just been another Newark.","dev"
"57413","Consider the Globe : As the respectable media have become sleazy, the Globe has become sleazier.","dev"
"82956","That Explains Why Clinton's Finger  The McLaughlin Group spends 11 minutes in a straight-faced discussion of Maureen Dowd's jokey suggestion that Clinton is actually ...","train"
"84892","This is the amount on the check the new owner writes.","train"
"121135","If it hits, there's a big syndication upside.","train"
"140372","You'll also see a lot more cool features, such as HTML mail and Preview Pane, to name but two.)","train"
"47438","One answer is that there is no honor among thieves--that the oligarchs are caught in a classic prisoners' dilemma, in which it is in the collective interest of the group that everyone pay some taxes, but in the individual interest of each oligarch to free-ride on the others.","train"
"62088","(To read Krugman's defense of the World Trade Organization in","train"
"135743","Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","dev"
"134616","But, as the last problem I'll outline suggests, neither of the previous two objections matters.","dev"
"105743","This may not be the best foundation for a durable business empire.","train"
"143174","Its language pointedly avoids accusing him of perjury or obstruction of justice.","train"
"81514","This kid-gloves treatment reflects our ostensible reluctance to involve ourselves in costly overseas conflicts, and our ostensible respect for the national sovereignty of the foreign countries.","train"
"36241","Otherwise you will not get a good table or will have crumbs brushed into your laptop, even though, strictly speaking, you are abiding by the rules.","train"
"4778","the thing is I don't know how I can pick one or the other as maid of honor.","train"
"12374","On the 10 th anniversary of the liberation of Eastern Europe, we often refer to that event in shorthand as the fall of the Berlin Wall.","train"
"17513","In short, now that he knows (or, anyway, prefers to believe) that the speedometer has been understating his speed, and that the shimmy therefore doesn't start until he is really going 55, he thinks that he can drive 55 as measured using that same speedometer . Uh-uh.","train"
"111634","They wouldn't do it with just any woman.","train"
"101467","Horwitz makes us see that the pinched circumstances of their lives are not so different from the conditions of their ancestors, dirt-poor yeoman farmers who seldom saw, much less owned, a slave.","dev"
"112867","That problem was there at the beginning, when meritocracy appeared to have triumphed, whether at the University of California or Yale, and it is still with us.","train"
"19478","Chosen under the auspices of the center's director, historian Peter Gay, the fellows include cultural critic Paul Berman, at work on a literary and political history of the Nicaraguan revolution; technology historian Gregory Dreicer, who will study the architecture of racial segregation; and historian Marion Kaplan, who studies the daily life of Jews in Nazi Germany.","train"
"13969","But if Clinton consents, censure and community service can proceed.","dev"
"66428","Dutch World, where all sorts of fictional characters created by Edmund Morris come out to play with children of all ages!","train"
"145165","He wanted a sound bite--something pithy to take out of context.","train"
"75887","Ultimately, what I say in my defense is completely meaningless.","train"
"123891","His proud reserve--a product of 40 years in the spotlight--is refreshing but does not bode well for his capacity to shepherd big ideas through Congress.","dev"
"5501","(In Paragraph 19, Line 106, replace the words 'Pulitzer Prize for Nonfiction' with the words 'seven hundred fifty million dollars.","train"
"20624","Even so, it is better to avoid the crash-causing exuberance than it is to try to keep a crash from triggering a depression.","train"
"62458","We're talking about president of the United States.","train"
"136337","Birch pointed out that conservatives defend serial and childless heterosexual marriages, but the whole topic was a loser for her.","train"
"47546","As in their Ed Wood (1994) and The People vs.","train"
"144156","At the time, only Canada, thanks to its giant neighbor, lived in anything like the world he envisaged; today we all do.","train"
"131739","His way of seeing things is too familiar to surprise us, too predictable to be funny.","dev"
"143803","(And yes, we'd like one, hypocrites that we are, thank you very much.)","train"
"136108","Angry consumers would complain about cheapo car care.","dev"
"76256","Perhaps he's next on the FTC's hit list.","train"
"125329","Who better to help a candidate extract weighty lessons from his personal history, to teach him to tell voters that their own successes depend on his own?","train"
"98274","This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.","dev"
"115569","It can be a bit like a claustrophobic small town, where your private life is part of the public dialogue.","train"
"135343","The AIB delivers real-time information in the banner.","train"
"102621","Don't be surprised when it flops.","train"
"38711","As Jodie T. Allen in Slate in 1997, a primary function of any disaster is to funnel pork to important states.","train"
"15072","When Dexter took over the King Center, the Atlanta-based nonprofit needed help.","train"
"29523","should not guide our activities in cyberspace.","train"
"71797","So, how did Caltech come out on top?","train"
"111366","Slate .) But distinguishing between the two markets undermines Microsoft's thesis that IE and Windows are integrated.","train"
"141574","Finally, as he prepares to launch his own daily TV show, we thought we'd highlight National Enquirer columnist Mike Walker's confident prediction that there'll never, ever be a post-Lewinsky photo showing Bill [Clinton] with a cigar.","train"
"27304","And the computer animation and cheerful music suggest that sex is a fun consumable.","train"
"112399","The Bradley campaign declined to provide a comment for this story.","train"
"114477","Afterward, the doctors compare the results of the placebo surgeries with those of real operations.","train"
"78648","Britain's best-selling tabloid, the Sun , announced as a front-page world exclusive Friday that Texan model Jerry Hall has started divorce proceedings against aging rock star Mick Jagger at the High Court in London.","dev"
"47232","Go-Gurt rang up $37 million in sales during its first year of limited distribution.","train"
"21297","He was crying like his mother had just walloped him.","dev"
"73935","As Devine has no living relations, it makes sense for the impoverished old men to cook up a scheme by which Michael will assume the dead fisherman's identity, and the pair will divide the money between themselves.","train"
"84415","That was back when the Bushes were still trying to woo me over from the Dark Side.","train"
"110172","In some communities (though not the rich Long Island ones where judges live), a prison term has become almost a rite of passage, something that young men do.","train"
"51264","Yes, we're all suffering from scandal fatigue, but rape?","train"
"23984","Black professionals braid their hair to display their ethnic pride.","dev"
"91335","Albright says her parents expressed vivid recollections of childhood Easter and Christmas celebrations . These recollections may well have been true.","train"
"46996","Apparently the Globe subscribes to the theory that incessant posthumous prying (They hadn't slept together for 12 months screamed one recent John-and-Carolyn cover) is just the thing for those trying to rest in peace.","train"
"90704","Because CNN executives crash so frequently, CNN devotes round-the-clock coverage to   wait, that doesn't quite follow.","train"
"145112","He fights movie monsters, sings in a musical Western, and celebrates Thanksgiving ( Thanksgiving?","train"
"17510","The third-most-visited Gore site, according to Direct Hit, is an Al Gore joke repository, posted on the home page of a GeoCities member and sponsored by the Ripon College Republicans.","train"
"50198","The suspected shooter was described as a well-liked honor student with no disciplinary record.","train"
"45365","George W. Bush takes both covers.","train"
"144265","My own admittedly romantic preference is to see his career as a quest for inspiration, and to say Pollock sought it long, found it briefly, and couldn't live without it.","train"
"107593","Before long, however, many of these projects went bust, and Nelson had to turn to his family for financial assistance to ward off bankruptcy.","train"
"65202","So all the money from the sales of the manufacturing operations, $3 billion, is going to a share buyback program, which is to say that instead of being used to create new wealth, it will simply be redistributed from the company to investors.","train"
"106906","They arrived in the summer of 1996.","train"
"64848","The cover package forecasts Al Gore's electoral strategy.","train"
"5443","Bakis, with admirable audacity, has set herself the almost impossible task of making these dogs 'human' and just misses the mark, says the Journal . Fugitive Pieces is a poetic telling of the life of a Holocaust-survivor-turned-poet.","train"
"134702","Another refreshing feature of Goodman's storytelling is that, unlike other members of fundamentalist sects one might find in novels, her characters don't chafe at their restrictions, or not too much.","train"
"5304","Vice President Gore will do the same Wednesday in Tennessee.","train"
"21659","(The employee was later rehired, and Bob denies the charge.)","dev"
"103735","As Melville pointed out, if a sperm whale can spend more than an hour swimming at depths of up to 6,000 feet, and a sperm whale is composed mostly of gas (air-filled lungs and blubber), then Boyle's law would dictate that, as Spruch puts it, a whale of regulation size at the surface should, at the pressures a thousand fathoms down, decrease its volume to the size of a bathtub!","train"
"81980","When compared to Thomas Jefferson, Stewart replies, I'm reaching more people.","train"
"17838","When Dorothy Parker lamented that I hate writing, but I love having written, she was expressing the sort of routine tradeoff between current costs and future benefits that fits right into the traditional economic framework.","train"
"70737","Could Kennewick Man have come by a route similar to Ericson's, say via skin boats or over an ice mass connecting North America, Greenland, and Norway?","dev"
"79855","Paul agrees that such a rise in national savings might have some tendency to depress the economy, along lines of Keynes' multiplier model.","train"
"146091","An article says that if you were alive in 1000, you probably would have been a miserable peasant.","train"
"11899","The study suggested that between 23 and 46 of every 1 million patients taking fen-phen would die from the condition each year.","train"
"24576","The oral-sex tape starts with well-known sex therapist Diana Wiley, in her poofy hair and broad-shouldered blue power suit, looking like she was about to explain how the sales force could increase its third-quarter productivity.","train"
"16313","Presumably, a living, Clintonian Einstein would declare, I cannot believe that God plays Nintendo with the world.","train"
"49017","The United States abandoned its policy of stabilizing gold prices back in 1971.","train"
"127345","The talking animals and discombobulated cityscapes are so exquisite that I started to snivel about 10 minutes in and more or less kept it up for the next hour and a half.","train"
"122818","House Majority Whip Tom DeLay has a plaque in his office that reads, This could be the day.","train"
"90369","But failing to be a villain doesn't make him a hero, either.","train"
"131584","Halfway through the film, Tarzan, a Victorian-era Enkidu, lured by Jane, is prepared to follow her back to England.","train"
"74843","Paleontologist Ivan Turk, who discovered the bone, recently told Scientific American that the four holes are really well rounded and just about the right separation for humans to put their finger on.","train"
"104011","Of course not all shoddiness is local.","train"
"49954","Pouring their hearts out to reporters is the only therapy Republican politicians can get.","train"
"78639","are laughing at us saying if we make it thsese [ sic ] stupid ass Niggaz Will Buy it.","train"
"102357","And second, in fact, there is no obligation to disclose anything.","train"
"38392","The analogous leap today is from national to supranational regulation.","train"
"23355","Wasn't it Warren Buffet who suggested a 100 percent capital gains tax on any investment held less than a year?","train"
"139549","Over the following week or so I tracked the 20 to 30 auctions for Unreal that were going on, and I eventually won a copy for $18.","train"
"38676","She says Newsweek 's Eleanor Clift has gone beyond the call of duty to earn [her] presidential kneepads.","train"
"63634","One need not be an expert in evolution or zoology to understand that pointing at dinner rather than catching it is not a successful evolutionary strategy.","dev"
"53009","He has threatened to veto the five remaining appropriations bills in the 2000 budget because of Republicans' proposed cuts in social programs.","train"
"19762","Alfred Kazin jowled that Oprah's club represents the carpet bombing of the American mind, but even a stuffed shirt like Kazin can't complain when 15 million TV watchers are urged to read Toni Morrison and do.)","train"
